_Word,Pron,Log_Freq_HAL,Log_Freq_SUBTLEX,aoa
sweatshop,swɛ©ɑp,4.34,1.46,11.33
sweaty,swɛd!,6.94,2.36,5.94
Sweden,sw!dn,9.36,2.12,NaN
Sweden's,sw!dnz,4.99,NULL,NaN
Swedish,sw!dI∫,8.63,2.3,NaN
sweeper,sw!pɝ,5.56,1.52,8.22
sweeping,sw!pIŋ,7.88,2.23,NaN
sweepings,sw!pIŋz,2.89,0.85,NaN
sweepstake,sw!pstek,2.3,1.11,10.67
sweepstakes,sw!psteks,5.92,1.62,10.67
sweetbread,sw!tbrɛd,1.39,NULL,NaN
sweetbriar,sw!tbrĨr,2.64,NULL,NaN
sweeten,sw!tn,5.6,1.61,7.78
sweeter,sw!dɝ,6.07,2.13,4.53
sweetest,sw!dIst,6.44,2.47,4.53
sweetheart,sw!thɑrt,6.88,3.51,6.26
sweethearts,sw!thɑrts,4.84,2.08,6.26
sweetie,sw!d!,6.53,3.44,6.55
sweetish,sw!dI∫,2.77,NULL,NaN
sweetly,sw!tl!,5.83,1.72,NaN
sweetness,sw!tnəs,6.51,2.23,6.89
sweetpeas,sw!tp!z,1.61,NULL,NaN
swelling,swɛlIŋ,7.29,2.21,NaN
swellings,swɛlIŋz,3.18,0.78,NaN
swelter,swɛltɝ,2.94,0.48,11.74
swerving,swɝvIŋ,4.13,1.08,8.69
swiftest,swIftIst,3.26,1,7.79
swiftly,swIftl!,6.79,1.92,NaN
swiftness,swIftnəs,4.58,0.7,9.5
swimmer,swImɝ,6.46,2.28,5.11
swimmers,swImɝz,6.55,1.89,5.11
swimming,swImIŋ,8.74,3.01,4.58
swimsuit,swImsut,6.57,2.01,5.61
swindle,swIndl,5.49,1.57,11.06
swindled,swIndld,4.66,1.51,11.06
swinger,swIŋɝ,4.73,1.58,13.74
swinging,swIŋIŋ,7.61,2.5,4.16
swiping,swĨpIŋ,4.85,1.34,9.63
swirling,swɝlIŋ,6.58,1.67,6.67
switchback,swI©bæk,4.13,0.48,12.38
switchblade,swI©bled,4.57,1.36,10.32
switchboard,swI©bɔrd,6.29,1.77,8.56
switches,swI©əz,9.03,2.13,4.78
switchgear,swI©gIr,3.26,NULL,NaN
switching,swI©Iŋ,9.25,2.29,4.78
switchman,swI©mən,2.48,NULL,NaN
swivel,swIvl,6.23,1.57,9.53
swivels,swIvlz,4.56,0.6,9.53
swizzle,swIzl,4.03,1.3,10.42
swollen,swolən,7.48,2.22,NaN
swooping,swupIŋ,4.93,1.3,6.11
swordfish,sɔrdfI∫,5.02,1.72,9.33
swordplay,sɔrdple,4.17,1.4,10
swordsman,sɔrdzmən,5.55,1.81,9.78
swordstick,sɔrdstIk,1.1,NULL,NaN
Sybil,sIbl,5.55,NULL,NaN
Sydney,sIdn!,8.99,3.21,NaN
sylvan,sIlvn,8.5,0.78,13
symbol,sImbl,9.42,2.64,7.26
symbols,sImblz,8.96,2.11,7.26
symptom,sImptəm,7.77,1.99,8.68
symptoms,sImptəmz,9.14,2.61,8.68
syndrome,sIndrom,8.86,2.51,11.72
syntax,sIntæks,9.07,1.28,14.74
Syria,sIr!ə,7.62,1.49,NaN
Syrian,sIr!ən,6.86,1,NaN
Syrians,sIr!ənz,5.59,0.78,NaN
syringe,sərInĵ,6.55,2,10.63
syrup,sIrəp,7.56,2.42,5.42
system,sIstəm,12.99,3.67,9.9
system's,sIstəmz,7.58,NULL,NaN
systems,sIstəmz,12.37,2.93,9.9
tabby,tæb!,6.73,1.58,NaN
table,tebl,10.93,3.73,4.39
table's,teblz,4.71,NULL,NaN
tableau,tæblo,5.54,0.95,12.75
tables,teblz,9.71,2.78,4.39
tablet,tæblət,8.93,1.89,6.83
tablets,tæbləts,7.75,1.86,6.83
tabloid,tæblœd,7,1.76,10.95
tabloids,tæblœdz,5.94,1.7,10.95
taboo,təbu,6.93,1.8,12.26
taboos,təbuz,5.66,1.15,12.26
tacit,tæsIt,6.14,0.9,12.44
tacking,tækIŋ,5.18,0.48,NaN
tackle,tækl,7.71,2.34,9.3
tackles,tæklz,5.75,1.2,9.3
tacky,tæk!,6.81,2.13,9.26
tactful,tæktfl,5.02,1.48,10.16
tactic,tæktIk,8.11,1.9,11
tactics,tæktIks,8.92,2.38,9.4
tactile,tæktl,6.25,1.28,15.6
tactless,tæktləs,3.97,1.18,12.28
tactual,tæk©uəl,NULL,NULL,NaN
tadpole,tædpol,6.08,1.49,6.37
tadpoles,tædpolz,4.67,1.46,6.37
taffy,tæf!,4.99,2.09,7.44
tagging,tægIŋ,6.18,1.67,5
Tahoe,tɑho,7.19,NULL,NaN
tailback,telbæk,3.18,1,12.42
tailcoat,telkot,2.08,0.3,12.33
tailgate,telget,5.03,1.38,11.28
taillight,tellĨt,4.16,1.63,9.33
tailor,telɝ,7.48,2.33,9.83
tailored,telɝd,7.36,1.43,9.83
tailpiece,telp!s,4.48,NULL,NaN
tailspin,telspIn,4.79,1.08,9.05
tailwind,telwInd,4.17,0.85,13.71
tainted,tendəd,6.91,1.97,NaN
Taipei,tĨpe,7.38,1.76,NaN
Taiwan,tĨwɑn,9.53,2.25,NaN
taken,tekən,11.2,3.85,4.37
takeoff,tekɔf,6.85,2.1,7.35
takeoffs,tekɔfs,4.83,0.95,7.35
taker,tekɝ,6.49,1.67,7.9
taking,tekIŋ,11.16,4.09,4.37
takings,tekIŋz,5.8,0.95,NaN
talcum,tælkəm,4.49,1.6,10
talent,tælənt,9.25,3.12,7
talents,tælənts,8.05,2.37,7
talker,tɔkɝ,5.78,1.96,5.74
talkie,tɔk!,5.47,1.23,10.07
talking,tɔkIŋ,11.27,4.4,3.68
talky,tɔk!,3.97,1.28,9.79
taller,tɔlɝ,7.55,2.45,4.95
tallies,tæl!z,4.32,0.78,10.16
tallow,tælo,4.52,0.78,10.56
tally,tæl!,7.01,2.25,10.16
Talmud,tælmʊd,6.99,1.68,NaN
talon,tælən,7.15,1.76,10.53
talons,tælənz,6.31,1.46,10.53
tamer,temɝ,5.68,1.38,11.06
taming,temIŋ,5.58,1.32,7.58
tamper,tæmpɝ,5.62,1.42,11.26
tampon,tæmpɑn,5.48,1.54,12.11
tandem,tændəm,8.03,1.28,11.65
tangent,tænĵənt,7.17,1.3,12.16
tangents,tænĵənts,5.38,0.3,12.16
tangle,tæŋgl,7.55,1.73,6.32
tangled,tæŋgld,6.92,2.12,6.32
tango,tæŋgo,6.87,2.44,10.67
tangos,tæŋgoz,4.38,0.78,10.67
tangy,tæŋ!,5.53,1.26,8.65
tankard,tæŋkɝd,3.64,0.7,12.92
tanker,tæŋkɝ,6.24,2,9.05
tankers,tæŋkɝz,5.59,1.42,9.05
tanner,tænɝ,6.82,2.28,NaN
tannin,tænIn,4.56,NULL,NaN
tantrum,tæntrəm,6.46,1.66,6.65
tantrums,tæntrəmz,6.08,1.4,6.65
Taoist,tĂIst,6.07,1.08,NaN
Taoists,tĂIsts,4.57,0.3,NaN
tapdance,tæpdæns,3.37,NULL,NaN
taper,tepɝ,6.87,1,10.7
tapered,tepɝd,6.3,1.08,10.7
tapeworm,tepwɝm,5.28,1.56,11.11
tapping,tæpIŋ,7.63,2.22,5.84
taproom,tæprum,2.83,0.3,15.33
Tara,tærə,7.3,2.41,NaN
tardy,tɑrd!,4.48,1.77,7.32
target,tɑrgət,10.3,3.29,7.58
target's,tɑrgəts,5.4,NULL,NaN
targets,tɑrgəts,8.87,2.53,7.58
tariff,tærəf,6.91,0.9,13.95
tarnish,tɑrnI∫,5.5,1.3,11.39
tarnished,tɑrnI∫t,5.73,1.3,11.39
tarot,tæro,7.05,1.79,11.94
tarpon,tɑrpən,5.48,1,14.11
tarry,tær!,5.18,1.38,11.33
tarsal,tɑrsəl,1.1,NULL,NaN
tartan,tɑrtn,6.13,1.23,12.31
tartar,tɑrdɝ,5.75,1.89,9.94
tartly,tɑrtl!,2.4,0.3,NaN
Tarzan,tɑrzæn,6.71,2.7,NaN
tassel,tæsl,3.74,1.45,9.35
tassels,tæslz,3.33,1.45,9.35
tasted,testəd,7.69,2.47,4.26
tasteful,testfl,6.22,1.85,9.06
tasteless,testləs,7.16,1.66,9.53
tasting,testIŋ,7.33,1.98,NaN
tasty,test!,7.6,2.51,5.4
tatter,tædɝ,2.94,NULL,NaN
tattered,tædɝd,6.03,1.11,10.42
tatters,tædɝz,4.45,0.78,10.47
tattle,tædl,3.78,0.95,6.26
tattoo,tætu,8.13,2.79,7.79
tattooed,tætud,6.42,2.12,7.79
taunted,tɔndəd,5.62,1.11,8.06
taunting,tɔndIŋ,6.32,1.72,8.06
Taurus,tɔrəs,7.43,1.48,NaN
tavern,tævɝn,6.89,2.2,8.84
taverns,tævɝnz,4.67,1.04,8.84
tawny,tɔn!,4.85,1.53,11.94
taxes,tæksəz,10.11,2.7,8.94
taxi,tæks!,7.92,3.12,7.58
taxied,tæks!d,4.43,0.78,7.58
taxing,tæksIŋ,7.2,1.2,8.94
taxis,tæks!z,6.01,1.72,7.58
taxpayer,tækspeɝ,7.72,1.48,10.35
taxpayer's,tækspeɝz,5.3,NULL,NaN
taxpayers,tækspeɝz,8.23,1.93,10.35
Taylor,telɝ,9.68,NULL,NaN
Taylor's,telɝz,6.34,NULL,NaN
teabag,t!bæg,3.89,0.48,6.67
teacake,t!kek,3.97,NULL,NaN
teacart,t!kɑrt,NULL,NULL,NaN
teacher,t!©ɝ,9.74,3.45,4.55
teacher's,t!©ɝz,6.72,NULL,NaN
teachers,t!©ɝz,9.47,2.76,4.55
teaches,t!©əz,8.43,2.42,4.67
teaching,t!©Iŋ,10,3,5.25
teachings,t!©Iŋz,8.45,1.87,5.25
teacup,t!kʌp,4.63,1.53,5.39
teahouse,t!hĂs,3.43,1.63,10.44
tealeaf,t!l!f,NULL,NULL,NaN
teaming,t!mIŋ,5.81,1.34,6
teammate,t!mmet,6.3,1.67,6.17
teammate's,t!mmets,2.3,NULL,NaN
teammates,t!mmets,6.65,1.89,6.17
teamster,t!mstɝ,3.85,1.11,12.56
teamsters,t!mstɝz,5.12,1.43,12.56
teamwork,t!mwɝk,7.1,2.01,7.8
teapot,t!pɑt,5.78,1.65,6.22
teardrop,tIrdrɑp,5.23,1.18,6.06
teargas,tIrgæs,3.76,0.3,11.37
tearing,tɛrIŋ,7.57,2.52,4.89
tearoom,t!rum,3.56,0.9,10.63
teaser,t!zɝ,6.08,1.18,8.95
teasing,t!zIŋ,7.4,2.33,5.11
teaspoon,t!spun,7.34,1.4,5.26
teaspoons,t!spunz,6.3,1.26,5.26
teatime,t!tĨm,3.91,1.38,6.74
technique,tɛkn!k,9.75,2.66,11.9
techniques,tɛkn!ks,10.21,2.25,11.9
teddy,tɛd!,7.88,2.91,NaN
tedious,t!d!əs,7.77,1.87,11.78
tedium,t!d!əm,5.37,1.15,13.59
teeming,t!mIŋ,5.29,1.53,10.39
teenage,t!neĵ,8.3,2.55,6.94
teensy,t!nz!,5.4,1.4,7.12
teeny,t!n!,6.25,2.11,5.42
teeter,t!dɝ,5.01,0.78,7.25
teething,t!ðIŋ,5.84,1.38,8.39
Teflon,tɛflɑn,6.93,1.11,NaN
teller,tɛlɝ,7.15,2.12,9.9
tellers,tɛlɝz,5.08,1.53,9.9
telling,tɛlIŋ,10.33,3.99,4.26
telltale,tɛltel,5.25,1.28,11.63
telly,tɛl!,5.89,2.21,NaN
temper,tɛmpɝ,7.48,2.77,6.22
tempered,tɛmpɝd,6.57,1.53,6.22
tempers,tɛmpɝz,5.54,1.58,6.22
tempest,tɛmpIst,8.04,1.57,12.53
template,tɛmplet,8.75,1.34,11.44
temple,tɛmpl,9.5,2.95,8.79
temples,tɛmplz,7.49,1.91,8.79
tempo,tɛmpo,7.94,1.94,9.67
tempos,tɛmpoz,5.51,0.48,9.67
tempted,tɛmptəd,8.13,2.31,8.6
tempter,tɛmptɝ,3.58,0.3,11.89
tempting,tɛmptIŋ,7.14,2.19,9.5
temptress,tɛmptrəs,4.57,1.38,12.2
tenant,tɛnənt,6.61,2.19,10.33
tenants,tɛnənts,6.77,2.12,10.33
tended,tɛndəd,7.8,1.72,9.79
tender,tɛndɝ,8.35,2.66,7.11
tendered,tɛndɝd,4.6,1.11,7.11
tending,tɛndIŋ,6.51,1.75,9.79
tendon,tɛndən,6.45,1.48,9.58
tendons,tɛndənz,6.28,1.28,9.58
tendril,tɛndrəl,4.56,0.48,13.5
tenet,tɛnət,6.11,0.85,13.94
tenets,tɛnəts,6.79,1.11,13.94
tenfold,tɛnfold,4.79,1.4,NaN
tennis,tɛnIs,8.77,2.84,7.53
tenor,tɛnɝ,7.31,1.9,12.56
tenors,tɛnɝz,5.72,1.04,12.56
tenpence,tɛnpɛns,NULL,NULL,NaN
tensely,tɛnsl!,3.3,0.3,NaN
tenses,tɛnsəz,5,0.7,9.35
tensile,tɛnsl,5.41,0.85,14.23
tensing,tɛnsIŋ,4.74,0.6,9.35
tension,tɛn∫n,8.75,2.64,9.72
tensions,tɛn∫nz,7.22,1.66,9.72
tenspot,tɛnspɑt,NULL,0.3,NaN
tenting,tɛntIŋ,3.58,0.78,5.16
tenuous,tɛnyuəs,6.38,1.26,13.33
tenure,tɛnyɝ,7.29,1.96,15.79
tepee,t!p!,2.77,1.45,5.65
tepees,t!p!z,1.79,0.48,5.65
tepid,tɛpId,5.01,1.11,13.44
terming,tɝmIŋ,3.66,0.48,NaN
termite,tɝmĨt,5.49,1.59,7.94
terra,tɛrə,7.74,1.67,NaN
terrace,tɛrəs,7.45,2.24,9.89
terraced,tɛrəst,3.93,NULL,NaN
terrain,tɝren,8.72,2.06,10.95
terrains,tɝrenz,5.09,NULL,NaN
terrier,tɛr!ɝ,7.88,1.7,8.68
terriers,tɛr!ɝz,7.1,0.7,8.68
terror,tɛrɝ,9.06,2.66,8.79
terry,tɛr!,9.78,3.05,NaN
tersely,tɝsl!,4.39,0.3,NaN
tertian,tɝ∫ən,1.1,NULL,NaN
tested,tɛstəd,9.74,2.73,6.26
tester,tɛstɝ,7.89,1.26,8.84
testes,tɛst!z,5.62,0.95,NaN
testing,tɛstIŋ,10.6,2.89,6.26
testy,tɛst!,5.85,1.7,9.33
tether,tɛðɝ,5.23,1.4,10.67
tethered,tɛðɝd,5.06,1.32,10.67
tethers,tɛðɝz,3.66,0.78,10.67
Texan,tɛksn,6.3,1.48,NaN
Texans,tɛksnz,6.17,1.3,NaN
Texas,tɛksəs,10.7,3.16,NaN
textbook,tɛkstbʊk,7.86,2.05,7.58
textbooks,tɛkstbʊks,7.57,1.65,7.58
textile,tɛkstĨl,7.12,1.42,9.75
textile's,tɛkstĨlz,NULL,NULL,NaN
textiles,tɛkstĨlz,6.71,1.11,9.75
textual,tɛks©uəl,7.13,NULL,NaN
texture,tɛks©ɝ,8.64,1.93,9.35
textured,tɛks©ɝd,6.48,1,10.42
textures,tɛks©ɝz,7.9,1.23,9.35
Thailand,tĨlænd,8.83,2.18,NaN
thankful,θæŋkfl,7.73,2.44,5.5
thanking,θæŋkIŋ,7.35,2.19,3.79
thankless,θæŋkləs,5,1.34,10.82
that'd,ðædəd,7.17,NULL,NaN
that'll,ðædl,8,NULL,NaN
thatches,θæ©əz,NULL,NULL,NaN
thawing,θɔIŋ,5,1.11,8.11
theater,θ!ədɝ,9.06,3.09,6.94
theaters,θ!ədɝz,7.05,1.97,6.94
theatre,θ!ədɝ,9.25,2.77,6.94
theatres,θ!ədɝz,6.96,1.45,6.94
theist,θ!Ist,6.06,NULL,NaN
Thelma,θɛlmə,5.93,NULL,NaN
Thelma's,θɛlməz,1.1,NULL,NaN
themselves,ðɛmsɛlvz,11.14,3.37,5.94
thenceforth,ðɛnsfɔrθ,3.18,NULL,NaN
Theodore,θ!ədɔr,7.6,2.13,NaN
theorem,θ!ɝrəm,7.71,1.26,12.47
theories,θ!ɝr!z,9.25,2.44,9.37
theorist,θ!ɝrIst,6.28,1,11.84
theorists,θ!ɝrIsts,6.77,0.85,11.84
theorize,θ!ɝrĨz,5.48,1.04,13.5
theory,θ!ɝr!,10.79,3.16,9.37
there're,ðɛrɝ,6.29,NULL,NaN
thereby,ðɛrbĨ,8.74,1.9,NaN
therefore,ðɛrfɔr,10.98,3.02,9.94
therefrom,ðɛrfrʌm,5.04,0.3,NaN
therein,ðɛrIn,7.63,1.68,NaN
thereof,ðɛrʌv,8.56,1.71,NaN
thereon,ðɛrɑn,5.12,0.3,NaN
thereto,ðɛrtu,5.72,1.3,NaN
therewith,ðɛrwIθ,4.54,0.48,NaN
thermal,θɝml,8.35,2.05,11.05
thermos,θɝməs,5.72,1.76,8.29
theses,θ!s!z,6.75,0.9,12.83
thesis,θ!sIs,8.75,2.24,12.83
thespian,θɛsp!ən,5.88,1.26,13.44
thespians,θɛsp!ənz,2.64,0.95,13.44
thiamin,θĨəmIn,2.64,NULL,NaN
thicken,θIkən,5.56,0.78,8.62
thickened,θIkənd,5.56,0.78,8.62
thickens,θIkənz,5.41,1.52,8.62
thicker,θIkɝ,7.37,2.03,5.61
thickest,θIkIst,5.14,0.95,5.61
thicket,θIkIt,8.12,1.4,7.89
thickets,θIkIts,3.76,0.3,7.89
thickly,θIkl!,5.28,0.7,NaN
thickness,θIknəs,7.7,1.43,6.42
thieving,θ!vIŋ,4.81,1.93,9.28
thimble,θImbl,4.74,1.18,8.05
thinker,θIŋkɝ,6.91,1.79,7.61
thinkers,θIŋkɝz,7.07,1.69,7.61
thinking,θIŋkIŋ,11.07,4.16,4.75
thinly,θInl!,6.59,1.18,NaN
thinner,θInɝ,7.59,2.06,6.47
thinness,θInnəs,4.47,0.78,7.78
thinning,θInIŋ,6.41,1.3,6.47
thirdly,θɝdl!,6.67,1.26,NaN
thirsted,θɝstəd,2.3,0.6,6.06
thirsty,θɝst!,6.82,2.8,3.89
thirteen,θɝt!n,7.49,2.43,NaN
thirteenth,θɝt!nθ,6.1,1.61,NaN
thirties,θɝd!z,6.65,1.43,5.94
thirtieth,θɝd!əθ,4.25,0.7,NaN
thirty,θɝd!,8.77,2.94,5.94
thistle,θIsl,6.16,1.38,10.59
thither,θIðɝ,3.93,1.2,NaN
Thomas,tɑməs,10.83,3.21,NaN
Thompson,tɑmpsn,9.25,2.68,NaN
Thompson's,tɑmpsnz,5.94,NULL,NaN
Thomson,tɑmsn,7.66,NULL,NaN
thorax,θɔræks,4.63,1.32,11.31
Thoreau,θɝro,6.21,NULL,NaN
Thoreau's,θɝroz,3.22,NULL,NaN
thorny,θɔrn!,6.3,1.57,7.56
thorough,θɝro,8.47,2.38,8.89
thoughtful,θɔtfl,7.8,2.6,9
thoughtless,θɔtləs,5.86,1.86,9.56
thousand,θĂznd,9.7,3.55,6.6
thousands,θĂzndz,10.36,3.15,6.6
thousandth,θĂznθ,4.65,1.15,NaN
thousandths,θĂznθs,3.87,0.3,NaN
threadbare,θrɛdbɛr,4.22,0.9,11.77
threaded,θrɛdəd,7.57,1.04,7.06
threading,θrɛdIŋ,6.93,0.78,7.06
threadlike,θrɛdlĨk,1.1,0.3,11.5
threaten,θrɛtn,8.33,2.64,8.95
threatened,θrɛtnd,9.06,2.93,8.95
threatens,θrɛtnz,7.69,2.03,8.95
threefold,θr!fold,5.41,0.78,NaN
threepence,θrɛpəns,1.61,0.7,11.38
threesome,θr!sm,5.87,2.04,12.58
threshing,θrɛ∫Iŋ,3.43,0.6,12.15
threshold,θrɛ∫hold,8,2.15,11.9
thrifty,θrIft!,5.15,1.23,10.7
thriller,θrIlɝ,6.59,1.85,8.25
thrillers,θrIlɝz,4.78,1.11,8.25
thrilling,θrIlIŋ,6.33,2.23,8.47
thriving,θrĨvIŋ,6.75,1.8,9.95
throaty,θrod!,4.97,1,9.74
throbbing,θrɑbIŋ,7.6,1.79,9.42
throttle,θrɑdl,8.33,2.08,10.61
throttled,θrɑdld,5.05,0.6,10.61
throughout,θruĂt,10.26,2.74,NaN
throughput,θrupʊt,8.12,0.78,15.85
throughway,θruwe,NULL,0.78,NaN
throwaway,θroəwe,5.55,1,6.38
throwback,θrobæk,5.66,1.43,13.65
throwing,θroIŋ,9.15,3.17,4.14
thruster,θrʌstɝ,5.18,1.43,10.88
thrusting,θrʌstIŋ,7.02,1.2,11.5
thruways,θruwez,NULL,NULL,NaN
thudding,θʌdIŋ,3.78,1.51,8.06
thumbing,θʌmIŋ,5.23,1.11,4.42
thumbnail,θʌmnel,6.44,0.9,8.56
thumbscrew,θʌmskru,2.77,0.6,12.12
thumbtack,θʌmtæk,3.37,1,7.17
thumping,θʌmpIŋ,5.88,1.87,7.63
thunder,θʌndɝ,8.94,2.83,4.89
thundered,θʌndɝd,4.63,0.95,4.89
Thursday,θɝzde,9.6,3.09,NaN
Thursday's,θɝzdez,5.9,NULL,NaN
thwarted,θwɔrdəd,5.84,1.42,12.61
thwarting,θwɔrdIŋ,4.83,0.9,12.61
thyroid,θĨrœd,7.08,1.46,13.83
thyroids,θĨrœdz,2.4,NULL,NaN
Tiber,tĨbɝ,4.93,0.95,NaN
Tibet,tIbɛt,8.26,2.17,NaN
tibia,tIb!ə,4.11,1.52,12.12
ticker,tIkɝ,6.23,1.75,9.94
ticket,tIkət,9.56,3.37,5.32
tickets,tIkəts,9.67,3.34,5.32
ticking,tIkIŋ,6.59,2.35,NaN
tickle,tIkl,6.83,2.39,4.35
tickled,tIkld,6.64,2.01,4.35
tidal,tĨdl,8.16,1.73,11.75
tidbit,tIdbIt,6.87,1.26,9.16
tidbits,tIdbIts,7.25,1.3,9.16
tidemark,tĨdmɑrk,NULL,NULL,NaN
tideway,tĨdwe,3.4,NULL,NaN
tidied,tĨd!d,4.23,1.11,8.53
tidings,tĨdIŋz,5.3,1.76,9.74
tidy,tĨd!,6.7,2.28,8.53
tiebreak,tĨbrek,3.81,NULL,NaN
tiepin,tĨpIn,1.1,0.48,12.87
tiger,tĨgɝ,8.59,2.98,4
tiger's,tĨgɝz,5.08,NULL,NaN
tigers,tĨgɝz,7.92,2.34,4
tighten,tĨtn,7.41,2.17,6.95
tightened,tĨtnd,7.07,1.4,6.95
tighter,tĨdɝ,7.52,2.32,5.25
tightest,tĨdIst,5.02,1.2,5.25
tightly,tĨtl!,8.45,1.93,NaN
tightrope,tĨtrop,5.13,1.4,7.67
tightwad,tĨtwɑd,4.25,1.11,10.21
tigress,tĨgrəs,5.54,1.18,9.05
tiller,tIlɝ,5.73,1.32,11.28
tilling,tIlIŋ,3.93,0.9,NaN
tilted,tIltəd,6.85,1.54,8.83
tilting,tIltIŋ,6.28,1.53,8.83
timber,tImbɝ,8.37,2.11,6.47
timbered,tImbɝd,2.89,0.3,NaN
timbers,tImbɝz,4.88,1.51,6.47
timbre,tæmbɝ,5.36,0.9,10.08
timeless,tĨmləs,6.7,1.65,9.83
timely,tĨml!,8.37,1.75,10.67
timepiece,tĨmp!s,3.5,1.18,9.33
timer,tĨmɝ,8.76,2.51,6.28
timers,tĨmɝz,7.37,1.57,6.28
timeworn,tĨmwɔrn,2.71,NULL,NaN
Timex,tĨmɛks,5.79,NULL,NaN
timid,tImId,6.61,1.89,9.85
timing,tĨmIŋ,9.33,2.88,8.84
Timmy,tIm!,6.76,NULL,NaN
tincture,tIŋk©ɝ,5.09,0.7,15.08
tinder,tIndɝ,5.62,0.6,11.64
tinfoil,tInfœl,4.41,1.4,7.84
tingle,tIŋgl,5.77,1.76,9
tinker,tIŋkɝ,6.76,2.06,7.61
tinkers,tIŋkɝz,4.13,0.3,7.61
tinkle,tIŋkl,4.38,1.68,5.67
tinkled,tIŋkld,2.64,0.48,NaN
tinning,tInIŋ,3.3,NULL,NaN
tinny,tIn!,5.31,0.48,10.29
tinplate,tInplet,5.28,0.78,10.88
tinsel,tInsl,4.95,1.4,6.61
tinsmith,tInsmIθ,1.1,0.3,11.43
tinted,tIndəd,6.1,1.38,10
tintype,tIntĨp,NULL,0.6,17.3
tiny,tĨn!,9.67,3.22,5.33
tipoff,tIpɔf,4.32,0.6,11
tipper,tIpɝ,5.54,1.54,10.17
tipping,tIpIŋ,6.49,1.92,5.42
tipsy,tIps!,4.45,1.53,12.67
tiptoe,tIpto,5.41,1.66,5.65
tirade,tĨred,6.43,1.04,12.58
tirades,tĨredz,5.58,0.6,12.58
tiredly,tĨrdl!,3.91,NULL,NaN
tiredness,tĨrdnəs,4.95,0.48,7.22
tireless,tĨrləs,5.68,1.54,11.05
tiresome,tĨrsm,6.84,1.88,8.42
tiring,tĨrIŋ,6.63,1.79,7.55
tissue,tI∫u,9.57,2.74,4.76
tissues,tI∫uz,7.24,2.01,4.76
titan,tĨtn,7.91,1.88,11.22
titans,tĨtnz,7.55,1.91,11.22
titer,tĨdɝ,4.33,NULL,NaN
titers,tĨdɝz,4.11,NULL,NaN
title,tĨdl,11.29,2.98,6.32
titled,tĨdld,8.75,1.56,6.32
titles,tĨdlz,9.97,2.08,6.32
titmouse,tItmĂs,3.66,0.9,13.29
titter,tIdɝ,3.3,0.3,12.75
titters,tIdɝz,2.56,0.48,12.75
tizzy,tIz!,4.78,1,11.63
toadies,tod!z,4.86,0.6,10.38
toadstool,todstul,3.64,1.26,9.12
toady,tod!,4.64,1.08,10.38
toasted,tostəd,6.63,1.83,4.67
toaster,tostɝ,7.57,2.3,6.72
toasting,tostIŋ,5.43,1.63,4.67
toastrack,tostræk,NULL,NULL,NaN
today,təde,11.55,4.34,4.77
today's,tədez,9.52,NULL,NaN
toddle,tɑdl,3.47,1.26,11.53
toddy,tɑd!,4.56,2.11,15.33
toehold,tohold,3.74,0.9,11.92
toenail,tonel,4.9,1.65,5.1
toffee,tɑf!,4.61,1.36,6.22
tofu,tofu,6.81,2.14,11.89
toga,togə,6.97,1.68,11.12
toggle,tɑgl,7.58,1.2,12.56
toilet,tœlət,8.62,3.17,3.54
toilets,tœləts,6.61,2.23,3.54
toilsome,tœlsm,NULL,0.7,14.33
token,tokən,8.9,2.31,7.58
tokens,tokənz,7.46,1.76,7.58
tollgate,tolget,NULL,0.48,10.56
tollhouse,tolhĂs,1.39,0.48,12.47
Tolstoy,tɑlstœ,5.58,1.81,NaN
Tolstoy's,tolstœz,3.95,NULL,NaN
tomblike,tumlĨk,0.69,NULL,NaN
tomboy,tɑmbœ,5.02,1.2,6.35
tombstone,tumston,6.32,2.04,7.95
tombstones,tumstonz,7.5,1.11,7.95
tomcat,tɑmkæt,6.03,1.54,8.24
Tommie,tɑm!,4.44,NULL,NaN
Tommy,tɑm!,8.7,3.39,NaN
Tommy's,tɑm!z,5.97,NULL,NaN
tomtom,tɑmtɑm,1.39,NULL,NaN
tonal,tonl,6.4,0.6,12.92
toneless,tonləs,1.61,0.3,11.94
toner,tonɝ,7.5,1.65,14.16
tonic,tɑnIk,6.24,2.29,12.63
tonics,tɑnIks,4.38,1.2,12.63
tonight,tənĨt,9.5,4.32,4.73
tonight's,tənĨts,6.7,NULL,NaN
tonnage,tʌnIĵ,5.95,1.15,12.07
tonsil,tɑnsəl,3.61,1.28,9.5
Tony,ton!,10.22,3.54,NaN
tooling,tulIŋ,6.7,1.3,5.37
toothache,tuθek,4.74,1.77,6.53
toothbrush,tuθbrʌ∫,6.33,2.41,4.33
toothcomb,tuθkom,2.83,NULL,NaN
toothless,tuθləs,5.08,1.46,6.47
toothpaste,tuθpest,6.57,2.21,3.33
toothpick,tuθpIk,5.63,1.72,6.83
toothsome,tuθsm,2.64,0.48,9.14
toothy,tuθ!,4.6,0.78,9.06
tootle,tudl,3.14,NULL,NaN
tootsie,tuts!,4.92,1.85,NaN
tootsy,tʊts!,NULL,0.6,NaN
topaz,topæz,6.15,1.72,11.19
topcoat,tɑpkot,3.66,1.11,9.87
topcoats,tɑpkots,1.39,0.7,9.87
topic,tɑpIk,10.45,2.43,7.84
topics,tɑpIks,10.27,1.68,7.84
topknot,tɑpnɑt,3.33,0.95,13
